date,machine_id,shift_id,disponibilite,performance,qualite,oee,temps_requis_min,temps_marche_min,temps_arret_min,production_theorique,production_reelle,production_conforme,rebuts,mois,semaine,jour_semaine
2024-05-25,M05,S1,0.8101,0.9375,0.939,0.7131,480,388.8,91.2,1200,1125,1056,69,2024-05,2024-W21,Saturday
2024-05-25,M05,S2,0.8181,0.9638,0.917,0.7231,480,392.7,87.3,1200,1156,1060,96,2024-05,2024-W21,Saturday
2024-05-27,M01,S1,0.942,0.8619,0.9419,0.7647,480,452.1,27.9,960,827,778,49,2024-05,2024-W22,Monday
2024-05-27,M01,S2,0.518,0.9162,0.9591,0.4552,480,248.6,231.4,960,879,843,36,2024-05,2024-W22,Monday
2024-05-27,M01,S3,0.9029,0.9297,0.9414,0.7903,480,433.4,46.6,960,892,839,53,2024-05,2024-W22,Monday
2024-05-27,M02,S1,0.8239,0.8034,0.9782,0.6474,480,395.5,84.5,800,642,627,15,2024-05,2024-W22,Monday
2024-05-27,M02,S2,0.816,0.8598,0.9845,0.6907,480,391.7,88.3,800,687,676,11,2024-05,2024-W22,Monday
2024-05-27,M02,S3,0.7503,0.8242,0.9093,0.5623,480,360.1,119.9,800,659,599,60,2024-05,2024-W22,Monday
2024-05-27,M03,S1,0.7611,0.8783,0.9366,0.6261,480,365.3,114.7,1600,1405,1315,90,2024-05,2024-W22,Monday
2024-05-27,M03,S2,0.99,0.6853,0.9319,0.6322,480,475.2,4.8,1600,1096,1021,75,2024-05,2024-W22,Monday
2024-05-27,M03,S3,0.7171,0.805,0.8877,0.5124,480,344.2,135.8,1600,1287,1142,145,2024-05,2024-W22,Monday
2024-05-27,M04,S1,0.91,0.99,0.9901,0.8919,480,436.8,43.2,640,633,626,7,2024-05,2024-W22,Monday
2024-05-27,M04,S2,0.9379,0.99,0.9618,0.8931,480,450.2,29.8,640,633,608,25,2024-05,2024-W22,Monday
2024-05-27,M04,S3,0.8973,0.9149,0.9716,0.7977,480,430.7,49.3,640,585,568,17,2024-05,2024-W22,Monday
2024-05-27,M05,S1,0.8169,0.9122,0.9336,0.6957,480,392.1,87.9,1200,1094,1021,73,2024-05,2024-W22,Monday
2024-05-27,M05,S2,0.7225,0.9458,0.9358,0.6395,480,346.8,133.2,1200,1134,1061,73,2024-05,2024-W22,Monday
2024-05-27,M05,S3,0.8512,0.8164,0.9375,0.6514,480,408.6,71.4,1200,979,917,62,2024-05,2024-W22,Monday
2024-05-28,M01,S1,0.8374,0.9109,0.9707,0.7404,480,402.0,78.0,960,874,848,26,2024-05,2024-W22,Tuesday
2024-05-28,M01,S2,0.9013,0.8927,0.9601,0.7726,480,432.6,47.4,960,857,822,35,2024-05,2024-W22,Tuesday
2024-05-28,M01,S3,0.8202,0.9728,0.9559,0.7627,480,393.7,86.3,960,933,891,42,2024-05,2024-W22,Tuesday
2024-05-28,M02,S1,0.9151,0.8573,0.9253,0.7259,480,439.2,40.8,800,685,633,52,2024-05,2024-W22,Tuesday
2024-05-28,M02,S2,0.7833,0.9359,0.9201,0.6745,480,376.0,104.0,800,748,688,60,2024-05,2024-W22,Tuesday
2024-05-28,M02,S3,0.8819,0.8654,0.8847,0.6752,480,423.3,56.7,800,692,612,80,2024-05,2024-W22,Tuesday
2024-05-28,M03,S1,0.7155,0.7619,0.9112,0.4967,480,343.4,136.6,1600,1219,1110,109,2024-05,2024-W22,Tuesday
2024-05-28,M03,S2,0.6597,0.9135,0.9067,0.5464,480,316.6,163.4,1600,1461,1324,137,2024-05,2024-W22,Tuesday
2024-05-28,M03,S3,0.7508,0.894,0.9447,0.6341,480,360.4,119.6,1600,1430,1350,80,2024-05,2024-W22,Tuesday
2024-05-28,M04,S1,0.9362,0.9483,0.9587,0.8511,480,449.4,30.6,640,606,580,26,2024-05,2024-W22,Tuesday
2024-05-28,M04,S2,0.9162,0.952,0.9813,0.8559,480,439.8,40.2,640,609,597,12,2024-05,2024-W22,Tuesday
2024-05-28,M04,S3,0.9264,0.9833,0.9726,0.886,480,444.7,35.3,640,629,611,18,2024-05,2024-W22,Tuesday
2024-05-28,M05,S1,0.8034,0.9636,0.9382,0.7263,480,385.6,94.4,1200,1156,1084,72,2024-05,2024-W22,Tuesday
2024-05-28,M05,S2,0.8032,0.8779,0.9148,0.645,480,385.5,94.5,1200,1053,963,90,2024-05,2024-W22,Tuesday
2024-05-28,M05,S3,0.7558,0.8808,0.9481,0.6312,480,362.8,117.2,1200,1056,1001,55,2024-05,2024-W22,Tuesday
2024-05-29,M01,S1,0.8853,0.8724,0.9954,0.7687,480,424.9,55.1,960,837,833,4,2024-05,2024-W22,Wednesday
2024-05-29,M01,S2,0.9124,0.8701,0.9512,0.7551,480,437.9,42.1,960,835,794,41,2024-05,2024-W22,Wednesday
2024-05-29,M01,S3,0.9019,0.99,0.9378,0.8374,480,432.9,47.1,960,950,890,60,2024-05,2024-W22,Wednesday
2024-05-29,M02,S1,0.9047,0.9647,0.9224,0.805,480,434.2,45.8,800,771,711,60,2024-05,2024-W22,Wednesday
2024-05-29,M02,S2,0.8169,0.8283,0.9343,0.6322,480,392.1,87.9,800,662,618,44,2024-05,2024-W22,Wednesday
2024-05-29,M02,S3,0.8338,0.9233,0.9705,0.7472,480,400.2,79.8,800,738,716,22,2024-05,2024-W22,Wednesday
2024-05-29,M03,S1,0.699,0.7047,0.9092,0.4479,480,335.5,144.5,1600,1127,1024,103,2024-05,2024-W22,Wednesday
2024-05-29,M03,S2,0.7928,0.8643,0.8982,0.6155,480,380.5,99.5,1600,1382,1241,141,2024-05,2024-W22,Wednesday
2024-05-29,M03,S3,0.5159,0.9555,0.9237,0.4553,480,247.6,232.4,1600,1528,1411,117,2024-05,2024-W22,Wednesday
2024-05-29,M04,S1,0.9252,0.9544,0.978,0.8635,480,444.1,35.9,640,610,596,14,2024-05,2024-W22,Wednesday
2024-05-29,M04,S2,0.9855,0.962,0.9798,0.9288,480,473.0,7.0,640,615,602,13,2024-05,2024-W22,Wednesday
2024-05-29,M04,S3,0.9219,0.99,0.999,0.9118,480,442.5,37.5,640,633,632,1,2024-05,2024-W22,Wednesday
2024-05-29,M05,S1,0.8334,0.9103,0.9309,0.7062,480,400.0,80.0,1200,1092,1016,76,2024-05,2024-W22,Wednesday
2024-05-29,M05,S2,0.6633,0.9421,0.9332,0.5832,480,318.4,161.6,1200,1130,1054,76,2024-05,2024-W22,Wednesday
2024-05-29,M05,S3,0.8321,0.8722,0.9208,0.6682,480,399.4,80.6,1200,1046,963,83,2024-05,2024-W22,Wednesday
2024-05-30,M01,S1,0.8754,0.9668,0.9524,0.806,480,420.2,59.8,960,928,883,45,2024-05,2024-W22,Thursday
2024-05-30,M01,S2,0.99,0.9432,0.9345,0.8726,480,475.2,4.8,960,905,845,60,2024-05,2024-W22,Thursday
2024-05-30,M01,S3,0.8895,0.8999,0.9161,0.7333,480,427.0,53.0,960,863,790,73,2024-05,2024-W22,Thursday
2024-05-30,M02,S1,0.9479,0.9253,0.9549,0.8375,480,455.0,25.0,800,740,706,34,2024-05,2024-W22,Thursday
2024-05-30,M02,S2,0.8475,0.8085,0.9265,0.6348,480,406.8,73.2,800,646,598,48,2024-05,2024-W22,Thursday
2024-05-30,M02,S3,0.8948,0.8271,0.8691,0.6432,480,429.5,50.5,800,661,574,87,2024-05,2024-W22,Thursday
2024-05-30,M03,S1,0.7455,0.8357,0.9149,0.57,480,357.8,122.2,1600,1337,1223,114,2024-05,2024-W22,Thursday
2024-05-30,M03,S2,0.8315,0.8918,0.9193,0.6817,480,399.1,80.9,1600,1426,1310,116,2024-05,2024-W22,Thursday
2024-05-30,M03,S3,0.8735,0.7366,0.9282,0.5972,480,419.3,60.7,1600,1178,1093,85,2024-05,2024-W22,Thursday
2024-05-30,M04,S1,0.9547,0.9362,0.962,0.8598,480,458.3,21.7,640,599,576,23,2024-05,2024-W22,Thursday
2024-05-30,M04,S2,0.9135,0.95,0.989,0.8584,480,438.5,41.5,640,608,601,7,2024-05,2024-W22,Thursday
2024-05-30,M04,S3,0.9175,0.9454,0.9727,0.8436,480,440.4,39.6,640,605,588,17,2024-05,2024-W22,Thursday
2024-05-30,M05,S1,0.873,0.9065,0.9257,0.7326,480,419.1,60.9,1200,1087,1006,81,2024-05,2024-W22,Thursday
2024-05-30,M05,S2,0.7993,0.9679,0.912,0.7056,480,383.7,96.3,1200,1161,1058,103,2024-05,2024-W22,Thursday
2024-05-30,M05,S3,0.8849,0.916,0.9261,0.7507,480,424.7,55.3,1200,1099,1017,82,2024-05,2024-W22,Thursday
2024-05-31,M01,S1,0.99,0.8833,0.9529,0.8333,480,475.2,4.8,960,847,807,40,2024-05,2024-W22,Friday
2024-05-31,M01,S2,0.8339,0.9636,0.9938,0.7985,480,400.3,79.7,960,925,919,6,2024-05,2024-W22,Friday
2024-05-31,M01,S3,0.979,0.9744,0.956,0.912,480,469.9,10.1,960,935,893,42,2024-05,2024-W22,Friday
2024-05-31,M02,S1,0.8099,0.7919,0.997,0.6394,480,388.8,91.2,800,633,631,2,2024-05,2024-W22,Friday
2024-05-31,M02,S2,0.8683,0.8579,0.9772,0.728,480,416.8,63.2,800,686,670,16,2024-05,2024-W22,Friday
2024-05-31,M02,S3,0.7674,0.9083,0.9352,0.6518,480,368.3,111.7,800,726,678,48,2024-05,2024-W22,Friday
2024-05-31,M03,S1,0.823,0.8409,0.8578,0.5936,480,395.0,85.0,1600,1345,1153,192,2024-05,2024-W22,Friday
2024-05-31,M03,S2,0.7723,0.921,0.9089,0.6465,480,370.7,109.3,1600,1473,1338,135,2024-05,2024-W22,Friday
2024-05-31,M03,S3,0.8352,0.7702,0.9091,0.5848,480,400.9,79.1,1600,1232,1119,113,2024-05,2024-W22,Friday
2024-05-31,M04,S1,0.9167,0.9834,0.9804,0.8838,480,440.0,40.0,640,629,616,13,2024-05,2024-W22,Friday
2024-05-31,M04,S2,0.9562,0.99,0.9883,0.9355,480,459.0,21.0,640,633,625,8,2024-05,2024-W22,Friday
2024-05-31,M04,S3,0.9437,0.9415,0.98,0.8707,480,453.0,27.0,640,602,589,13,2024-05,2024-W22,Friday
2024-05-31,M05,S1,0.7735,0.889,0.921,0.6333,480,371.3,108.7,1200,1066,981,85,2024-05,2024-W22,Friday
2024-05-31,M05,S2,0.7467,0.8115,0.914,0.5538,480,358.4,121.6,1200,973,889,84,2024-05,2024-W22,Friday
2024-05-31,M05,S3,0.8171,0.8408,0.9304,0.6391,480,392.2,87.8,1200,1008,937,71,2024-05,2024-W22,Friday
2024-06-01,M01,S1,0.99,0.966,0.9929,0.9495,480,475.2,4.8,960,927,920,7,2024-06,2024-W22,Saturday
2024-06-01,M01,S2,0.9146,0.9717,0.9455,0.8403,480,439.0,41.0,960,932,881,51,2024-06,2024-W22,Saturday
2024-06-01,M02,S1,0.7899,0.7316,0.9732,0.5625,480,379.2,100.8,800,585,569,16,2024-06,2024-W22,Saturday
2024-06-01,M02,S2,0.9429,0.8541,0.9329,0.7512,480,452.6,27.4,800,683,637,46,2024-06,2024-W22,Saturday
2024-06-01,M03,S1,0.6972,0.8726,0.9505,0.5782,480,334.7,145.3,1600,1396,1326,70,2024-06,2024-W22,Saturday
2024-06-01,M03,S2,0.6082,0.8745,0.9,0.4787,480,291.9,188.1,1600,1399,1259,140,2024-06,2024-W22,Saturday
2024-06-01,M04,S1,0.9384,0.9761,0.9777,0.8956,480,450.5,29.5,640,624,610,14,2024-06,2024-W22,Saturday
2024-06-01,M04,S2,0.9319,0.9599,0.9916,0.8871,480,447.3,32.7,640,614,608,6,2024-06,2024-W22,Saturday
2024-06-01,M05,S1,0.8302,0.9156,0.8995,0.6837,480,398.5,81.5,1200,1098,987,111,2024-06,2024-W22,Saturday
2024-06-01,M05,S2,0.7823,0.9482,0.9309,0.6905,480,375.5,104.5,1200,1137,1058,79,2024-06,2024-W22,Saturday
2024-06-03,M01,S1,0.9271,0.99,0.9808,0.9002,480,445.0,35.0,960,950,931,19,2024-06,2024-W23,Monday
2024-06-03,M01,S2,0.8988,0.9037,0.9089,0.7383,480,431.4,48.6,960,867,788,79,2024-06,2024-W23,Monday
2024-06-03,M01,S3,0.8857,0.9111,0.9678,0.781,480,425.1,54.9,960,874,845,29,2024-06,2024-W23,Monday
2024-06-03,M02,S1,0.8234,0.8662,0.8902,0.6349,480,395.2,84.8,800,692,616,76,2024-06,2024-W23,Monday
2024-06-03,M02,S2,0.7683,0.9108,0.988,0.6915,480,368.8,111.2,800,728,719,9,2024-06,2024-W23,Monday
2024-06-03,M02,S3,0.8273,0.9025,0.9667,0.7218,480,397.1,82.9,800,721,696,25,2024-06,2024-W23,Monday
2024-06-03,M03,S1,0.6912,0.8705,0.8833,0.5315,480,331.8,148.2,1600,1392,1229,163,2024-06,2024-W23,Monday
2024-06-03,M03,S2,0.842,0.855,0.9207,0.6629,480,404.1,75.9,1600,1368,1259,109,2024-06,2024-W23,Monday
2024-06-03,M03,S3,0.6937,0.895,0.985,0.6116,480,333.0,147.0,1600,1432,1410,22,2024-06,2024-W23,Monday
2024-06-03,M04,S1,0.9039,0.956,0.9828,0.8492,480,433.9,46.1,640,611,600,11,2024-06,2024-W23,Monday
2024-06-03,M04,S2,0.9577,0.9507,0.946,0.8614,480,459.7,20.3,640,608,575,33,2024-06,2024-W23,Monday
2024-06-03,M04,S3,0.9749,0.9824,0.9591,0.9186,480,468.0,12.0,640,628,602,26,2024-06,2024-W23,Monday
2024-06-03,M05,S1,0.7677,0.9794,0.9647,0.7254,480,368.5,111.5,1200,1175,1133,42,2024-06,2024-W23,Monday
2024-06-03,M05,S2,0.8605,0.8957,0.932,0.7183,480,413.0,67.0,1200,1074,1000,74,2024-06,2024-W23,Monday
2024-06-03,M05,S3,0.7963,0.9583,0.909,0.6936,480,382.2,97.8,1200,1149,1044,105,2024-06,2024-W23,Monday
2024-06-04,M01,S1,0.8534,0.9641,0.9591,0.7891,480,409.6,70.4,960,925,887,38,2024-06,2024-W23,Tuesday
2024-06-04,M01,S2,0.9626,0.8968,0.9589,0.8278,480,462.0,18.0,960,860,824,36,2024-06,2024-W23,Tuesday
2024-06-04,M01,S3,0.8476,0.924,0.9304,0.7286,480,406.8,73.2,960,887,825,62,2024-06,2024-W23,Tuesday
2024-06-04,M02,S1,0.7995,0.8032,0.9594,0.6162,480,383.8,96.2,800,642,615,27,2024-06,2024-W23,Tuesday
2024-06-04,M02,S2,0.8838,0.7868,0.9773,0.6796,480,424.2,55.8,800,629,614,15,2024-06,2024-W23,Tuesday
2024-06-04,M02,S3,0.99,0.8863,0.922,0.809,480,475.2,4.8,800,709,653,56,2024-06,2024-W23,Tuesday
2024-06-04,M03,S1,0.99,0.7487,0.9107,0.6751,480,475.2,4.8,1600,1197,1090,107,2024-06,2024-W23,Tuesday
2024-06-04,M03,S2,0.7798,0.9405,0.923,0.677,480,374.3,105.7,1600,1504,1388,116,2024-06,2024-W23,Tuesday
2024-06-04,M03,S3,0.7188,0.7752,0.8977,0.5002,480,345.0,135.0,1600,1240,1113,127,2024-06,2024-W23,Tuesday
2024-06-04,M04,S1,0.9035,0.9648,0.9732,0.8484,480,433.7,46.3,640,617,600,17,2024-06,2024-W23,Tuesday
2024-06-04,M04,S2,0.8889,0.99,0.974,0.8571,480,426.7,53.3,640,633,616,17,2024-06,2024-W23,Tuesday
2024-06-04,M04,S3,0.8956,0.9596,0.9808,0.843,480,429.9,50.1,640,614,602,12,2024-06,2024-W23,Tuesday
2024-06-04,M05,S1,0.6989,0.9196,0.9049,0.5816,480,335.5,144.5,1200,1103,998,105,2024-06,2024-W23,Tuesday
2024-06-04,M05,S2,0.9063,0.9288,0.9204,0.7748,480,435.0,45.0,1200,1114,1025,89,2024-06,2024-W23,Tuesday
2024-06-04,M05,S3,0.759,0.8986,0.9447,0.6443,480,364.3,115.7,1200,1078,1018,60,2024-06,2024-W23,Tuesday
2024-06-05,M01,S1,0.8919,0.9145,0.9612,0.784,480,428.1,51.9,960,877,842,35,2024-06,2024-W23,Wednesday
2024-06-05,M01,S2,0.863,0.9095,0.9183,0.7208,480,414.3,65.7,960,873,801,72,2024-06,2024-W23,Wednesday
2024-06-05,M01,S3,0.9419,0.9352,0.9445,0.832,480,452.1,27.9,960,897,847,50,2024-06,2024-W23,Wednesday
2024-06-05,M02,S1,0.9661,0.8881,0.911,0.7816,480,463.7,16.3,800,710,646,64,2024-06,2024-W23,Wednesday
2024-06-05,M02,S2,0.8932,0.9055,0.951,0.7692,480,428.7,51.3,800,724,688,36,2024-06,2024-W23,Wednesday
2024-06-05,M02,S3,0.8034,0.9084,0.9327,0.6807,480,385.6,94.4,800,726,677,49,2024-06,2024-W23,Wednesday
2024-06-05,M03,S1,0.8133,0.7061,0.8944,0.5136,480,390.4,89.6,1600,1129,1009,120,2024-06,2024-W23,Wednesday
2024-06-05,M03,S2,0.9182,0.788,0.8883,0.6427,480,440.7,39.3,1600,1260,1119,141,2024-06,2024-W23,Wednesday
2024-06-05,M03,S3,0.7229,0.7557,0.8305,0.4537,480,347.0,133.0,1600,1209,1004,205,2024-06,2024-W23,Wednesday
2024-06-05,M04,S1,0.4684,0.9665,0.9794,0.4434,480,224.8,255.2,640,618,605,13,2024-06,2024-W23,Wednesday
2024-06-05,M04,S2,0.9289,0.9642,0.9923,0.8887,480,445.9,34.1,640,617,612,5,2024-06,2024-W23,Wednesday
2024-06-05,M04,S3,0.9275,0.9494,0.9766,0.86,480,445.2,34.8,640,607,592,15,2024-06,2024-W23,Wednesday
2024-06-05,M05,S1,0.838,0.971,0.9149,0.7444,480,402.2,77.8,1200,1165,1065,100,2024-06,2024-W23,Wednesday
2024-06-05,M05,S2,0.8092,0.9195,0.9062,0.6742,480,388.4,91.6,1200,1103,999,104,2024-06,2024-W23,Wednesday
2024-06-05,M05,S3,0.8044,0.8329,0.8875,0.5946,480,386.1,93.9,1200,999,886,113,2024-06,2024-W23,Wednesday
2024-06-06,M01,S1,0.9111,0.9074,0.964,0.797,480,437.3,42.7,960,871,839,32,2024-06,2024-W23,Thursday
2024-06-06,M01,S2,0.8919,0.8837,0.9591,0.7559,480,428.1,51.9,960,848,813,35,2024-06,2024-W23,Thursday
2024-06-06,M01,S3,0.8311,0.9784,0.9329,0.7586,480,398.9,81.1,960,939,875,64,2024-06,2024-W23,Thursday
2024-06-06,M02,S1,0.819,0.8244,0.956,0.6455,480,393.1,86.9,800,659,629,30,2024-06,2024-W23,Thursday
2024-06-06,M02,S2,0.8095,0.8537,0.9639,0.6662,480,388.6,91.4,800,682,657,25,2024-06,2024-W23,Thursday
2024-06-06,M02,S3,0.8348,0.9117,0.9125,0.6945,480,400.7,79.3,800,729,665,64,2024-06,2024-W23,Thursday
2024-06-06,M03,S1,0.6363,0.8505,0.8985,0.4863,480,305.4,174.6,1600,1360,1221,139,2024-06,2024-W23,Thursday
2024-06-06,M03,S2,0.8191,0.837,0.9174,0.629,480,393.2,86.8,1600,1339,1228,111,2024-06,2024-W23,Thursday
2024-06-06,M03,S3,0.6166,0.9787,0.9041,0.5456,480,296.0,184.0,1600,1565,1414,151,2024-06,2024-W23,Thursday
2024-06-06,M04,S1,0.9537,0.9427,0.9837,0.8844,480,457.8,22.2,640,603,593,10,2024-06,2024-W23,Thursday
2024-06-06,M04,S2,0.4929,0.9736,0.9757,0.4682,480,236.6,243.4,640,623,607,16,2024-06,2024-W23,Thursday
2024-06-06,M04,S3,0.9336,0.9795,0.9652,0.8827,480,448.1,31.9,640,626,604,22,2024-06,2024-W23,Thursday
2024-06-06,M05,S1,0.7617,0.9247,0.9804,0.6905,480,365.6,114.4,1200,1109,1087,22,2024-06,2024-W23,Thursday
2024-06-06,M05,S2,0.7945,0.9311,0.9274,0.6861,480,381.3,98.7,1200,1117,1035,82,2024-06,2024-W23,Thursday
2024-06-06,M05,S3,0.9193,0.8189,0.9323,0.7018,480,441.3,38.7,1200,982,915,67,2024-06,2024-W23,Thursday
2024-06-07,M01,S1,0.811,0.822,0.9659,0.644,480,389.3,90.7,960,789,762,27,2024-06,2024-W23,Friday
2024-06-07,M01,S2,0.8993,0.9109,0.9579,0.7846,480,431.6,48.4,960,874,837,37,2024-06,2024-W23,Friday
2024-06-07,M01,S3,0.99,0.912,0.9702,0.8759,480,475.2,4.8,960,875,848,27,2024-06,2024-W23,Friday
2024-06-07,M02,S1,0.7868,0.8988,0.9333,0.6601,480,377.7,102.3,800,719,671,48,2024-06,2024-W23,Friday
2024-06-07,M02,S2,0.8035,0.9841,0.973,0.7694,480,385.7,94.3,800,787,765,22,2024-06,2024-W23,Friday
2024-06-07,M02,S3,0.8419,0.7532,0.9299,0.5897,480,404.1,75.9,800,602,559,43,2024-06,2024-W23,Friday
2024-06-07,M03,S1,0.99,0.8257,0.9497,0.7763,480,475.2,4.8,1600,1321,1254,67,2024-06,2024-W23,Friday
2024-06-07,M03,S2,0.8921,0.858,0.8797,0.6733,480,428.2,51.8,1600,1372,1206,166,2024-06,2024-W23,Friday
2024-06-07,M03,S3,0.5431,0.8915,0.8807,0.4264,480,260.7,219.3,1600,1426,1255,171,2024-06,2024-W23,Friday
2024-06-07,M04,S1,0.9376,0.9323,0.9768,0.8538,480,450.0,30.0,640,596,582,14,2024-06,2024-W23,Friday
2024-06-07,M04,S2,0.9333,0.9687,0.9666,0.8739,480,448.0,32.0,640,619,598,21,2024-06,2024-W23,Friday
2024-06-07,M04,S3,0.9682,0.948,0.9599,0.881,480,464.7,15.3,640,606,581,25,2024-06,2024-W23,Friday
2024-06-07,M05,S1,0.7957,0.9039,0.9339,0.6717,480,382.0,98.0,1200,1084,1012,72,2024-06,2024-W23,Friday
2024-06-07,M05,S2,0.884,0.8909,0.9271,0.7302,480,424.3,55.7,1200,1069,991,78,2024-06,2024-W23,Friday
2024-06-07,M05,S3,0.7361,0.9417,0.9344,0.6477,480,353.3,126.7,1200,1130,1055,75,2024-06,2024-W23,Friday
2024-06-08,M01,S1,0.8708,0.8456,0.9889,0.7282,480,418.0,62.0,960,811,801,10,2024-06,2024-W23,Saturday
2024-06-08,M01,S2,0.8304,0.8982,0.9672,0.7214,480,398.6,81.4,960,862,833,29,2024-06,2024-W23,Saturday
2024-06-08,M02,S1,0.748,0.7982,0.8805,0.5257,480,359.1,120.9,800,638,561,77,2024-06,2024-W23,Saturday
2024-06-08,M02,S2,0.8823,0.8513,0.999,0.7503,480,423.5,56.5,800,681,680,1,2024-06,2024-W23,Saturday
2024-06-08,M03,S1,0.6723,0.7755,0.8896,0.4638,480,322.7,157.3,1600,1240,1103,137,2024-06,2024-W23,Saturday
2024-06-08,M03,S2,0.7837,0.808,0.932,0.5902,480,376.2,103.8,1600,1292,1204,88,2024-06,2024-W23,Saturday
2024-06-08,M04,S1,0.9025,0.9286,0.9584,0.8032,480,433.2,46.8,640,594,569,25,2024-06,2024-W23,Saturday
2024-06-08,M04,S2,0.8651,0.9494,0.9764,0.8019,480,415.2,64.8,640,607,592,15,2024-06,2024-W23,Saturday
2024-06-08,M05,S1,0.7639,0.9615,0.9595,0.7047,480,366.7,113.3,1200,1153,1106,47,2024-06,2024-W23,Saturday
2024-06-08,M05,S2,0.7817,0.8157,0.9164,0.5843,480,375.2,104.8,1200,978,896,82,2024-06,2024-W23,Saturday
2024-06-10,M01,S1,0.8609,0.8946,0.946,0.7285,480,413.2,66.8,960,858,811,47,2024-06,2024-W24,Monday
2024-06-10,M01,S2,0.8582,0.9054,0.9473,0.736,480,411.9,68.1,960,869,823,46,2024-06,2024-W24,Monday
2024-06-10,M01,S3,0.9013,0.9353,0.9418,0.7939,480,432.6,47.4,960,897,844,53,2024-06,2024-W24,Monday
2024-06-10,M02,S1,0.9198,0.826,0.8947,0.6797,480,441.5,38.5,800,660,590,70,2024-06,2024-W24,Monday
2024-06-10,M02,S2,0.8575,0.8351,0.949,0.6796,480,411.6,68.4,800,668,633,35,2024-06,2024-W24,Monday
2024-06-10,M02,S3,0.6626,0.9588,0.9588,0.6092,480,318.0,162.0,800,767,735,32,2024-06,2024-W24,Monday
2024-06-10,M03,S1,0.6258,0.7344,0.9702,0.4459,480,300.4,179.6,1600,1175,1139,36,2024-06,2024-W24,Monday
2024-06-10,M03,S2,0.6945,0.7808,0.8284,0.4492,480,333.4,146.6,1600,1249,1034,215,2024-06,2024-W24,Monday
2024-06-10,M03,S3,0.7293,0.8245,0.9358,0.5626,480,350.1,129.9,1600,1319,1234,85,2024-06,2024-W24,Monday
2024-06-10,M04,S1,0.8889,0.9244,0.9854,0.8097,480,426.7,53.3,640,591,582,9,2024-06,2024-W24,Monday
2024-06-10,M04,S2,0.9611,0.9231,0.993,0.881,480,461.3,18.7,640,590,585,5,2024-06,2024-W24,Monday
2024-06-10,M04,S3,0.932,0.9871,0.9792,0.9007,480,447.3,32.7,640,631,617,14,2024-06,2024-W24,Monday
2024-06-10,M05,S1,0.6495,0.8936,0.9554,0.5545,480,311.8,168.2,1200,1072,1024,48,2024-06,2024-W24,Monday
2024-06-10,M05,S2,0.7472,0.8822,0.9258,0.6103,480,358.7,121.3,1200,1058,979,79,2024-06,2024-W24,Monday
2024-06-10,M05,S3,0.6269,0.9811,0.9084,0.5587,480,300.9,179.1,1200,1177,1069,108,2024-06,2024-W24,Monday
2024-06-11,M01,S1,0.9157,0.9169,0.9852,0.8271,480,439.5,40.5,960,880,866,14,2024-06,2024-W24,Tuesday
2024-06-11,M01,S2,0.9107,0.911,0.9421,0.7816,480,437.1,42.9,960,874,823,51,2024-06,2024-W24,Tuesday
2024-06-11,M01,S3,0.9303,0.8454,0.9729,0.7652,480,446.5,33.5,960,811,789,22,2024-06,2024-W24,Tuesday
2024-06-11,M02,S1,0.7534,0.9505,0.9445,0.6764,480,361.6,118.4,800,760,717,43,2024-06,2024-W24,Tuesday
2024-06-11,M02,S2,0.8755,0.885,0.8909,0.6902,480,420.2,59.8,800,707,629,78,2024-06,2024-W24,Tuesday
2024-06-11,M02,S3,0.7701,0.918,0.9447,0.6679,480,369.7,110.3,800,734,693,41,2024-06,2024-W24,Tuesday
2024-06-11,M03,S1,0.8667,0.8694,0.8752,0.6594,480,416.0,64.0,1600,1391,1217,174,2024-06,2024-W24,Tuesday
2024-06-11,M03,S2,0.6887,0.8478,0.8267,0.4827,480,330.6,149.4,1600,1356,1120,236,2024-06,2024-W24,Tuesday
2024-06-11,M03,S3,0.911,0.8722,0.9542,0.7581,480,437.3,42.7,1600,1395,1331,64,2024-06,2024-W24,Tuesday
2024-06-11,M04,S1,0.883,0.99,0.999,0.8732,480,423.8,56.2,640,633,632,1,2024-06,2024-W24,Tuesday
2024-06-11,M04,S2,0.8907,0.9789,0.98,0.8545,480,427.6,52.4,640,626,613,13,2024-06,2024-W24,Tuesday
2024-06-11,M04,S3,0.884,0.9722,0.99,0.8509,480,424.3,55.7,640,622,615,7,2024-06,2024-W24,Tuesday
2024-06-11,M05,S1,0.7643,0.9563,0.89,0.6505,480,366.9,113.1,1200,1147,1020,127,2024-06,2024-W24,Tuesday
2024-06-11,M05,S2,0.7107,0.9069,0.9306,0.5998,480,341.1,138.9,1200,1088,1012,76,2024-06,2024-W24,Tuesday
2024-06-11,M05,S3,0.7574,0.9392,0.9427,0.6706,480,363.5,116.5,1200,1127,1062,65,2024-06,2024-W24,Tuesday
2024-06-12,M01,S1,0.9328,0.915,0.9721,0.8296,480,447.7,32.3,960,878,853,25,2024-06,2024-W24,Wednesday
2024-06-12,M01,S2,0.8676,0.99,0.9437,0.8106,480,416.4,63.6,960,950,896,54,2024-06,2024-W24,Wednesday
2024-06-12,M01,S3,0.99,0.9213,0.9325,0.8505,480,475.2,4.8,960,884,824,60,2024-06,2024-W24,Wednesday
