arret_id,date,machine_id,shift_id,cause_id,duree_minutes,mois
AR04741,2024-06-20,M03,S1,CA07,163.9,2024-06
AR04742,2024-06-20,M03,S2,CA05,43.2,2024-06
AR04743,2024-06-20,M03,S2,CA03,34.6,2024-06
AR04744,2024-06-20,M03,S3,CA03,114.7,2024-06
AR04745,2024-06-20,M04,S1,CA08,231.6,2024-06
AR04746,2024-06-20,M04,S2,CA02,44.4,2024-06
AR04747,2024-06-20,M04,S3,CA08,14.7,2024-06
AR04748,2024-06-20,M05,S1,CA03,55.7,2024-06
AR04749,2024-06-20,M05,S2,CA02,32.4,2024-06
AR04750,2024-06-20,M05,S2,CA06,99.9,2024-06
AR04751,2024-06-20,M05,S3,CA05,129.3,2024-06
AR04752,2024-06-21,M01,S1,CA02,37.0,2024-06
AR04753,2024-06-21,M01,S1,CA05,23.3,2024-06
AR04754,2024-06-21,M01,S2,CA01,10.7,2024-06
AR04755,2024-06-21,M01,S2,CA04,17.2,2024-06
AR04756,2024-06-21,M01,S3,CA01,36.7,2024-06
AR04757,2024-06-21,M01,S3,CA01,12.9,2024-06
AR04758,2024-06-21,M01,S3,CA07,24.9,2024-06
AR04759,2024-06-21,M02,S1,CA07,82.8,2024-06
AR04760,2024-06-21,M02,S2,CA03,74.0,2024-06
AR04761,2024-06-21,M02,S2,CA01,51.5,2024-06
AR04762,2024-06-21,M02,S3,CA02,4.5,2024-06
AR04763,2024-06-21,M02,S3,CA06,55.2,2024-06
AR04764,2024-06-21,M03,S1,CA03,10.2,2024-06
AR04765,2024-06-21,M03,S1,CA04,19.5,2024-06
AR04766,2024-06-21,M03,S1,CA06,7.0,2024-06
AR04767,2024-06-21,M03,S1,CA02,39.4,2024-06
AR04768,2024-06-21,M03,S2,CA01,117.7,2024-06
AR04769,2024-06-21,M03,S3,CA03,138.6,2024-06
AR04770,2024-06-21,M04,S1,CA01,4.6,2024-06
AR04771,2024-06-21,M04,S1,CA04,5.6,2024-06
AR04772,2024-06-21,M04,S1,CA02,13.7,2024-06
AR04773,2024-06-21,M04,S1,CA03,3.0,2024-06
AR04774,2024-06-21,M04,S2,CA04,16.8,2024-06
AR04775,2024-06-21,M04,S3,CA05,40.0,2024-06
AR04776,2024-06-21,M05,S1,CA06,10.1,2024-06
AR04777,2024-06-21,M05,S1,CA01,21.3,2024-06
AR04778,2024-06-21,M05,S1,CA06,46.2,2024-06
AR04779,2024-06-21,M05,S2,CA08,9.7,2024-06
AR04780,2024-06-21,M05,S2,CA02,12.4,2024-06
AR04781,2024-06-21,M05,S2,CA03,46.3,2024-06
AR04782,2024-06-21,M05,S2,CA02,31.1,2024-06
AR04783,2024-06-21,M05,S3,CA02,64.3,2024-06
AR04784,2024-06-21,M05,S3,CA03,38.0,2024-06
AR04785,2024-06-22,M01,S1,CA08,6.1,2024-06
AR04786,2024-06-22,M01,S1,CA02,16.8,2024-06
AR04787,2024-06-22,M01,S1,CA07,30.5,2024-06
AR04788,2024-06-22,M01,S2,CA02,46.8,2024-06
AR04789,2024-06-22,M01,S2,CA05,36.5,2024-06
AR04790,2024-06-22,M02,S1,CA04,47.8,2024-06
AR04791,2024-06-22,M02,S1,CA01,21.4,2024-06
AR04792,2024-06-22,M02,S1,CA06,49.7,2024-06
AR04793,2024-06-22,M02,S2,CA03,71.8,2024-06
AR04794,2024-06-22,M02,S2,CA02,82.0,2024-06
AR04795,2024-06-22,M03,S1,CA03,8.0,2024-06
AR04796,2024-06-22,M03,S1,CA01,99.9,2024-06
AR04797,2024-06-22,M03,S1,CA06,3.6,2024-06
AR04798,2024-06-22,M03,S1,CA05,72.9,2024-06
AR04799,2024-06-22,M03,S2,CA07,78.8,2024-06
AR04800,2024-06-22,M04,S1,CA02,3.9,2024-06
AR04801,2024-06-22,M04,S1,CA05,15.4,2024-06
AR04802,2024-06-22,M04,S1,CA06,5.5,2024-06
AR04803,2024-06-22,M04,S2,CA06,4.6,2024-06
AR04804,2024-06-22,M04,S2,CA06,35.0,2024-06
AR04805,2024-06-22,M05,S1,CA02,42.8,2024-06
AR04806,2024-06-22,M05,S1,CA02,67.9,2024-06
AR04807,2024-06-22,M05,S2,CA01,16.3,2024-06
AR04808,2024-06-22,M05,S2,CA02,12.6,2024-06
AR04809,2024-06-22,M05,S2,CA04,6.7,2024-06
AR04810,2024-06-22,M05,S2,CA04,30.7,2024-06
AR04811,2024-06-24,M01,S1,CA02,23.4,2024-06
AR04812,2024-06-24,M01,S1,CA01,6.0,2024-06
AR04813,2024-06-24,M01,S2,CA06,8.5,2024-06
AR04814,2024-06-24,M01,S2,CA07,10.6,2024-06
AR04815,2024-06-24,M01,S2,CA04,13.9,2024-06
AR04816,2024-06-24,M01,S3,CA02,14.0,2024-06
AR04817,2024-06-24,M01,S3,CA03,76.3,2024-06
AR04818,2024-06-24,M02,S1,CA05,5.8,2024-06
AR04819,2024-06-24,M02,S1,CA06,53.6,2024-06
AR04820,2024-06-24,M02,S1,CA06,10.3,2024-06
AR04821,2024-06-24,M02,S2,CA02,23.5,2024-06
AR04822,2024-06-24,M02,S2,CA02,26.0,2024-06
AR04823,2024-06-24,M02,S2,CA08,82.8,2024-06
AR04824,2024-06-24,M02,S3,CA03,17.2,2024-06
AR04825,2024-06-24,M02,S3,CA02,92.7,2024-06
AR04826,2024-06-24,M02,S3,CA05,39.9,2024-06
AR04827,2024-06-24,M03,S1,CA03,77.4,2024-06
AR04828,2024-06-24,M03,S1,CA03,40.7,2024-06
AR04829,2024-06-24,M03,S1,CA03,28.8,2024-06
AR04830,2024-06-24,M03,S2,CA01,23.7,2024-06
AR04831,2024-06-24,M03,S2,CA08,14.4,2024-06
AR04832,2024-06-24,M03,S2,CA01,58.6,2024-06
AR04833,2024-06-24,M03,S2,CA03,16.4,2024-06
AR04834,2024-06-24,M03,S3,CA08,102.8,2024-06
AR04835,2024-06-24,M03,S3,CA06,77.3,2024-06
AR04836,2024-06-24,M04,S1,CA06,41.8,2024-06
AR04837,2024-06-24,M04,S2,CA02,11.0,2024-06
AR04838,2024-06-24,M04,S2,CA05,6.3,2024-06
AR04839,2024-06-24,M04,S3,CA07,22.4,2024-06
AR04840,2024-06-24,M04,S3,CA01,10.3,2024-06
AR04841,2024-06-24,M04,S3,CA03,10.1,2024-06
AR04842,2024-06-24,M05,S1,CA02,36.6,2024-06
AR04843,2024-06-24,M05,S1,CA04,49.3,2024-06
AR04844,2024-06-24,M05,S1,CA01,14.6,2024-06
AR04845,2024-06-24,M05,S2,CA04,81.6,2024-06
AR04846,2024-06-24,M05,S2,CA03,6.8,2024-06
AR04847,2024-06-24,M05,S3,CA01,39.3,2024-06
AR04848,2024-06-24,M05,S3,CA02,2.6,2024-06
AR04849,2024-06-24,M05,S3,CA02,14.5,2024-06
AR04850,2024-06-25,M01,S1,CA08,2.6,2024-06
AR04851,2024-06-25,M01,S1,CA04,30.0,2024-06
AR04852,2024-06-25,M01,S1,CA08,43.0,2024-06
AR04853,2024-06-25,M01,S1,CA08,7.6,2024-06
AR04854,2024-06-25,M01,S2,CA05,20.7,2024-06
AR04855,2024-06-25,M01,S2,CA07,118.4,2024-06
AR04856,2024-06-25,M01,S2,CA03,26.0,2024-06
AR04857,2024-06-25,M01,S2,CA02,72.1,2024-06
AR04858,2024-06-25,M01,S3,CA01,22.1,2024-06
AR04859,2024-06-25,M01,S3,CA01,30.9,2024-06
AR04860,2024-06-25,M01,S3,CA02,19.3,2024-06
AR04861,2024-06-25,M01,S3,CA04,3.2,2024-06
AR04862,2024-06-25,M02,S1,CA07,48.6,2024-06
AR04863,2024-06-25,M02,S1,CA01,24.8,2024-06
AR04864,2024-06-25,M02,S1,CA01,26.9,2024-06
AR04865,2024-06-25,M02,S2,CA02,134.6,2024-06
AR04866,2024-06-25,M02,S3,CA06,43.5,2024-06
AR04867,2024-06-25,M02,S3,CA07,42.2,2024-06
AR04868,2024-06-25,M02,S3,CA04,2.5,2024-06
AR04869,2024-06-25,M02,S3,CA04,7.6,2024-06
AR04870,2024-06-25,M03,S1,CA03,96.6,2024-06
AR04871,2024-06-25,M03,S2,CA04,28.4,2024-06
AR04872,2024-06-25,M03,S2,CA06,20.7,2024-06
AR04873,2024-06-25,M03,S2,CA02,74.8,2024-06
AR04874,2024-06-25,M03,S3,CA05,7.0,2024-06
AR04875,2024-06-25,M03,S3,CA01,41.4,2024-06
AR04876,2024-06-25,M03,S3,CA06,36.1,2024-06
AR04877,2024-06-25,M04,S1,CA08,18.1,2024-06
AR04878,2024-06-25,M04,S1,CA03,15.4,2024-06
AR04879,2024-06-25,M04,S1,CA06,9.9,2024-06
AR04880,2024-06-25,M04,S2,CA01,6.4,2024-06
AR04881,2024-06-25,M04,S2,CA03,34.3,2024-06
AR04882,2024-06-25,M04,S3,CA03,30.6,2024-06
AR04883,2024-06-25,M04,S3,CA01,8.7,2024-06
AR04884,2024-06-25,M04,S3,CA08,4.3,2024-06
AR04885,2024-06-25,M04,S3,CA02,2.1,2024-06
AR04886,2024-06-25,M05,S1,CA01,133.2,2024-06
AR04887,2024-06-25,M05,S2,CA03,64.8,2024-06
AR04888,2024-06-25,M05,S2,CA06,7.8,2024-06
AR04889,2024-06-25,M05,S2,CA06,6.3,2024-06
AR04890,2024-06-25,M05,S2,CA07,16.8,2024-06
AR04891,2024-06-25,M05,S3,CA07,104.0,2024-06
AR04892,2024-06-26,M01,S1,CA01,7.8,2024-06
AR04893,2024-06-26,M01,S1,CA03,12.8,2024-06
AR04894,2024-06-26,M01,S1,CA01,16.2,2024-06
AR04895,2024-06-26,M01,S2,CA06,15.0,2024-06
AR04896,2024-06-26,M01,S2,CA03,27.6,2024-06
AR04897,2024-06-26,M01,S3,CA04,12.1,2024-06
AR04898,2024-06-26,M01,S3,CA05,31.1,2024-06
AR04899,2024-06-26,M01,S3,CA04,20.6,2024-06
AR04900,2024-06-26,M02,S1,CA04,146.5,2024-06
AR04901,2024-06-26,M02,S2,CA04,115.6,2024-06
AR04902,2024-06-26,M02,S3,CA04,58.7,2024-06
AR04903,2024-06-26,M02,S3,CA08,15.7,2024-06
AR04904,2024-06-26,M02,S3,CA06,78.2,2024-06
AR04905,2024-06-26,M02,S3,CA06,86.0,2024-06
AR04906,2024-06-26,M03,S1,CA06,8.0,2024-06
AR04907,2024-06-26,M03,S1,CA03,97.2,2024-06
AR04908,2024-06-26,M03,S1,CA07,9.1,2024-06
AR04909,2024-06-26,M03,S1,CA08,18.7,2024-06
AR04910,2024-06-26,M03,S2,CA05,23.1,2024-06
AR04911,2024-06-26,M03,S2,CA01,105.4,2024-06
AR04912,2024-06-26,M03,S3,CA03,17.5,2024-06
AR04913,2024-06-26,M03,S3,CA06,32.0,2024-06
AR04914,2024-06-26,M03,S3,CA05,12.1,2024-06
AR04915,2024-06-26,M04,S1,CA07,11.7,2024-06
AR04916,2024-06-26,M04,S1,CA03,7.9,2024-06
AR04917,2024-06-26,M04,S1,CA02,3.2,2024-06
AR04918,2024-06-26,M04,S2,CA01,12.9,2024-06
AR04919,2024-06-26,M04,S2,CA02,17.1,2024-06
AR04920,2024-06-26,M04,S3,CA01,5.5,2024-06
AR04921,2024-06-26,M04,S3,CA07,3.5,2024-06
AR04922,2024-06-26,M04,S3,CA04,11.4,2024-06
AR04923,2024-06-26,M04,S3,CA06,17.6,2024-06
AR04924,2024-06-26,M05,S1,CA05,15.1,2024-06
AR04925,2024-06-26,M05,S1,CA02,17.1,2024-06
AR04926,2024-06-26,M05,S1,CA06,18.6,2024-06
AR04927,2024-06-26,M05,S1,CA07,83.5,2024-06
AR04928,2024-06-26,M05,S2,CA01,191.7,2024-06
AR04929,2024-06-26,M05,S2,CA01,46.3,2024-06
AR04930,2024-06-26,M05,S3,CA01,22.6,2024-06
AR04931,2024-06-26,M05,S3,CA01,28.9,2024-06
AR04932,2024-06-26,M05,S3,CA04,33.8,2024-06
AR04933,2024-06-27,M01,S1,CA06,19.3,2024-06
AR04934,2024-06-27,M01,S2,CA08,40.6,2024-06
AR04935,2024-06-27,M01,S2,CA02,4.7,2024-06
AR04936,2024-06-27,M01,S2,CA02,18.5,2024-06
AR04937,2024-06-27,M01,S3,CA05,11.8,2024-06
AR04938,2024-06-27,M01,S3,CA02,4.1,2024-06
AR04939,2024-06-27,M02,S1,CA03,32.6,2024-06
AR04940,2024-06-27,M02,S1,CA02,41.3,2024-06
AR04941,2024-06-27,M02,S2,CA06,6.8,2024-06
AR04942,2024-06-27,M02,S2,CA01,90.9,2024-06
AR04943,2024-06-27,M02,S3,CA01,41.4,2024-06
AR04944,2024-06-27,M02,S3,CA08,2.6,2024-06
AR04945,2024-06-27,M02,S3,CA01,19.2,2024-06
AR04946,2024-06-27,M02,S3,CA07,12.6,2024-06
AR04947,2024-06-27,M03,S1,CA03,63.5,2024-06
AR04948,2024-06-27,M03,S1,CA03,54.5,2024-06
AR04949,2024-06-27,M03,S2,CA01,25.6,2024-06
AR04950,2024-06-27,M03,S2,CA06,14.7,2024-06
AR04951,2024-06-27,M03,S2,CA04,5.8,2024-06
AR04952,2024-06-27,M03,S2,CA01,52.9,2024-06
AR04953,2024-06-27,M03,S3,CA03,62.9,2024-06
AR04954,2024-06-27,M03,S3,CA04,85.6,2024-06
AR04955,2024-06-27,M04,S1,CA01,27.3,2024-06
AR04956,2024-06-27,M04,S2,CA01,17.0,2024-06
AR04957,2024-06-27,M04,S2,CA03,16.3,2024-06
AR04958,2024-06-27,M04,S3,CA05,25.5,2024-06
AR04959,2024-06-27,M04,S3,CA02,2.5,2024-06
AR04960,2024-06-27,M04,S3,CA01,11.8,2024-06
AR04961,2024-06-27,M05,S1,CA06,145.2,2024-06
AR04962,2024-06-27,M05,S2,CA03,28.6,2024-06
AR04963,2024-06-27,M05,S2,CA03,12.4,2024-06
AR04964,2024-06-27,M05,S2,CA08,42.0,2024-06
AR04965,2024-06-27,M05,S3,CA01,88.2,2024-06
AR04966,2024-06-28,M01,S1,CA03,22.0,2024-06
AR04967,2024-06-28,M01,S1,CA07,36.2,2024-06
AR04968,2024-06-28,M01,S1,CA03,6.1,2024-06
AR04969,2024-06-28,M01,S1,CA08,26.2,2024-06
AR04970,2024-06-28,M01,S2,CA03,40.3,2024-06
AR04971,2024-06-28,M01,S3,CA02,21.0,2024-06
AR04972,2024-06-28,M02,S1,CA05,86.3,2024-06
AR04973,2024-06-28,M02,S2,CA07,31.7,2024-06
AR04974,2024-06-28,M02,S2,CA01,34.9,2024-06
AR04975,2024-06-28,M02,S2,CA08,22.6,2024-06
AR04976,2024-06-28,M02,S2,CA05,2.8,2024-06
AR04977,2024-06-28,M02,S3,CA01,33.4,2024-06
AR04978,2024-06-28,M02,S3,CA07,6.4,2024-06
AR04979,2024-06-28,M02,S3,CA01,50.2,2024-06
AR04980,2024-06-28,M03,S1,CA01,139.4,2024-06
AR04981,2024-06-28,M03,S2,CA01,137.5,2024-06
AR04982,2024-06-28,M03,S2,CA03,7.9,2024-06
AR04983,2024-06-28,M03,S3,CA01,196.6,2024-06
AR04984,2024-06-28,M04,S1,CA07,19.3,2024-06
AR04985,2024-06-28,M04,S1,CA05,22.1,2024-06
AR04986,2024-06-28,M04,S2,CA04,35.1,2024-06
AR04987,2024-06-28,M04,S3,CA03,22.4,2024-06
AR04988,2024-06-28,M04,S3,CA01,27.8,2024-06
AR04989,2024-06-28,M05,S1,CA05,93.4,2024-06
AR04990,2024-06-28,M05,S1,CA06,40.5,2024-06
AR04991,2024-06-28,M05,S2,CA03,116.2,2024-06
AR04992,2024-06-28,M05,S2,CA07,36.7,2024-06
AR04993,2024-06-28,M05,S3,CA01,8.6,2024-06
AR04994,2024-06-28,M05,S3,CA02,108.8,2024-06
AR04995,2024-06-29,M01,S1,CA04,56.0,2024-06
AR04996,2024-06-29,M01,S1,CA07,26.2,2024-06
AR04997,2024-06-29,M01,S1,CA02,5.2,2024-06
AR04998,2024-06-29,M01,S2,CA01,18.5,2024-06
AR04999,2024-06-29,M01,S2,CA01,12.3,2024-06
AR05000,2024-06-29,M01,S2,CA01,16.1,2024-06
AR05001,2024-06-29,M02,S1,CA01,36.5,2024-06
AR05002,2024-06-29,M02,S1,CA07,12.4,2024-06
AR05003,2024-06-29,M02,S1,CA07,2.9,2024-06
AR05004,2024-06-29,M02,S1,CA01,61.2,2024-06
AR05005,2024-06-29,M02,S2,CA06,8.7,2024-06
AR05006,2024-06-29,M02,S2,CA05,10.6,2024-06
AR05007,2024-06-29,M02,S2,CA01,30.0,2024-06
AR05008,2024-06-29,M02,S2,CA01,29.7,2024-06
AR05009,2024-06-29,M03,S1,CA07,20.8,2024-06
AR05010,2024-06-29,M03,S1,CA01,8.6,2024-06
AR05011,2024-06-29,M03,S1,CA08,143.0,2024-06
AR05012,2024-06-29,M03,S2,CA08,119.5,2024-06
AR05013,2024-06-29,M04,S1,CA08,7.5,2024-06
AR05014,2024-06-29,M04,S1,CA07,11.8,2024-06
AR05015,2024-06-29,M04,S1,CA04,7.7,2024-06
AR05016,2024-06-29,M04,S1,CA01,31.5,2024-06
AR05017,2024-06-29,M04,S2,CA02,35.0,2024-06
AR05018,2024-06-29,M05,S1,CA07,31.3,2024-06
AR05019,2024-06-29,M05,S1,CA02,33.1,2024-06
AR05020,2024-06-29,M05,S1,CA02,31.4,2024-06
AR05021,2024-06-29,M05,S1,CA04,23.1,2024-06
AR05022,2024-06-29,M05,S2,CA03,58.3,2024-06
AR05023,2024-07-01,M01,S1,CA01,76.2,2024-07
AR05024,2024-07-01,M01,S1,CA03,18.9,2024-07
AR05025,2024-07-01,M01,S2,CA02,55.2,2024-07
AR05026,2024-07-01,M01,S2,CA01,20.6,2024-07
AR05027,2024-07-01,M01,S3,CA05,48.3,2024-07
AR05028,2024-07-01,M02,S1,CA07,6.4,2024-07
AR05029,2024-07-01,M02,S1,CA01,9.0,2024-07
AR05030,2024-07-01,M02,S1,CA02,72.3,2024-07
AR05031,2024-07-01,M02,S2,CA05,97.2,2024-07
AR05032,2024-07-01,M02,S2,CA02,17.8,2024-07
AR05033,2024-07-01,M02,S3,CA05,10.9,2024-07
AR05034,2024-07-01,M02,S3,CA03,9.1,2024-07
AR05035,2024-07-01,M02,S3,CA04,3.9,2024-07
AR05036,2024-07-01,M03,S1,CA06,42.7,2024-07
AR05037,2024-07-01,M03,S1,CA01,15.6,2024-07
AR05038,2024-07-01,M03,S1,CA03,13.8,2024-07
AR05039,2024-07-01,M03,S2,CA04,132.2,2024-07
AR05040,2024-07-01,M03,S2,CA08,2.6,2024-07
AR05041,2024-07-01,M03,S3,CA05,143.4,2024-07
AR05042,2024-07-01,M04,S1,CA04,6.2,2024-07
AR05043,2024-07-01,M04,S1,CA06,3.4,2024-07
AR05044,2024-07-01,M04,S1,CA08,5.9,2024-07
AR05045,2024-07-01,M04,S2,CA01,26.3,2024-07
AR05046,2024-07-01,M04,S3,CA07,77.3,2024-07
AR05047,2024-07-01,M05,S1,CA01,23.7,2024-07
AR05048,2024-07-01,M05,S1,CA02,113.1,2024-07
AR05049,2024-07-01,M05,S2,CA03,18.4,2024-07
AR05050,2024-07-01,M05,S2,CA02,34.1,2024-07
AR05051,2024-07-01,M05,S2,CA04,7.4,2024-07
AR05052,2024-07-01,M05,S2,CA06,20.5,2024-07
AR05053,2024-07-01,M05,S3,CA03,58.7,2024-07
AR05054,2024-07-01,M05,S3,CA02,3.3,2024-07
AR05055,2024-07-01,M05,S3,CA04,15.2,2024-07
AR05056,2024-07-01,M05,S3,CA04,12.9,2024-07
AR05057,2024-07-02,M01,S1,CA05,39.1,2024-07
AR05058,2024-07-02,M01,S2,CA02,42.0,2024-07
AR05059,2024-07-02,M01,S2,CA07,30.7,2024-07
AR05060,2024-07-02,M01,S3,CA02,27.8,2024-07
AR05061,2024-07-02,M01,S3,CA07,21.2,2024-07
AR05062,2024-07-02,M01,S3,CA06,2.3,2024-07
AR05063,2024-07-02,M02,S1,CA05,5.1,2024-07
AR05064,2024-07-02,M02,S1,CA05,14.2,2024-07
AR05065,2024-07-02,M02,S1,CA02,37.7,2024-07
AR05066,2024-07-02,M02,S1,CA03,29.0,2024-07
AR05067,2024-07-02,M02,S2,CA06,117.6,2024-07
AR05068,2024-07-02,M02,S3,CA04,2.3,2024-07
AR05069,2024-07-02,M02,S3,CA08,33.3,2024-07
AR05070,2024-07-02,M02,S3,CA01,28.5,2024-07
AR05071,2024-07-02,M02,S3,CA02,6.4,2024-07
AR05072,2024-07-02,M03,S1,CA07,20.2,2024-07
AR05073,2024-07-02,M03,S1,CA01,24.8,2024-07
AR05074,2024-07-02,M03,S1,CA05,42.9,2024-07
AR05075,2024-07-02,M03,S1,CA01,12.1,2024-07
AR05076,2024-07-02,M03,S2,CA02,2.4,2024-07
AR05077,2024-07-02,M03,S2,CA03,15.5,2024-07
AR05078,2024-07-02,M03,S2,CA08,59.2,2024-07
AR05079,2024-07-02,M03,S3,CA08,155.7,2024-07
AR05080,2024-07-02,M04,S1,CA03,65.4,2024-07
AR05081,2024-07-02,M04,S1,CA08,5.1,2024-07
AR05082,2024-07-02,M04,S2,CA01,29.0,2024-07
AR05083,2024-07-02,M04,S2,CA05,26.3,2024-07
AR05084,2024-07-02,M04,S3,CA01,17.5,2024-07
AR05085,2024-07-02,M05,S1,CA03,39.5,2024-07
AR05086,2024-07-02,M05,S1,CA06,3.3,2024-07
AR05087,2024-07-02,M05,S1,CA04,16.9,2024-07
AR05088,2024-07-02,M05,S2,CA06,157.5,2024-07
AR05089,2024-07-02,M05,S3,CA04,79.9,2024-07
AR05090,2024-07-02,M05,S3,CA05,7.4,2024-07
AR05091,2024-07-02,M05,S3,CA08,16.0,2024-07
AR05092,2024-07-03,M01,S1,CA03,16.6,2024-07
AR05093,2024-07-03,M01,S1,CA01,27.7,2024-07
AR05094,2024-07-03,M01,S2,CA04,65.6,2024-07
AR05095,2024-07-03,M01,S2,CA07,52.2,2024-07
AR05096,2024-07-03,M01,S3,CA07,31.2,2024-07
AR05097,2024-07-03,M01,S3,CA06,46.2,2024-07
AR05098,2024-07-03,M02,S1,CA04,25.6,2024-07
AR05099,2024-07-03,M02,S2,CA07,16.0,2024-07
AR05100,2024-07-03,M02,S2,CA02,51.3,2024-07
AR05101,2024-07-03,M02,S2,CA08,13.7,2024-07
AR05102,2024-07-03,M02,S3,CA02,24.7,2024-07
AR05103,2024-07-03,M02,S3,CA07,23.6,2024-07
AR05104,2024-07-03,M02,S3,CA08,20.6,2024-07
AR05105,2024-07-03,M03,S2,CA03,7.4,2024-07
AR05106,2024-07-03,M03,S2,CA01,54.3,2024-07
AR05107,2024-07-03,M03,S2,CA08,59.7,2024-07
AR05108,2024-07-03,M03,S2,CA01,16.0,2024-07
AR05109,2024-07-03,M03,S3,CA05,22.4,2024-07
AR05110,2024-07-03,M03,S3,CA05,7.5,2024-07
AR05111,2024-07-03,M03,S3,CA02,133.7,2024-07
AR05112,2024-07-03,M04,S1,CA01,31.3,2024-07
AR05113,2024-07-03,M04,S2,CA01,6.4,2024-07
AR05114,2024-07-03,M04,S2,CA03,16.6,2024-07
AR05115,2024-07-03,M04,S3,CA06,22.0,2024-07
AR05116,2024-07-03,M04,S3,CA06,11.5,2024-07
AR05117,2024-07-03,M05,S1,CA03,46.7,2024-07
AR05118,2024-07-03,M05,S1,CA01,44.5,2024-07
AR05119,2024-07-03,M05,S2,CA03,4.8,2024-07
AR05120,2024-07-03,M05,S2,CA01,18.3,2024-07
AR05121,2024-07-03,M05,S2,CA07,14.2,2024-07
AR05122,2024-07-03,M05,S2,CA01,59.3,2024-07
AR05123,2024-07-03,M05,S3,CA01,73.2,2024-07
AR05124,2024-07-03,M05,S3,CA03,19.2,2024-07
AR05125,2024-07-04,M01,S1,CA02,37.4,2024-07
AR05126,2024-07-04,M01,S1,CA01,10.9,2024-07
AR05127,2024-07-04,M01,S2,CA06,10.3,2024-07
AR05128,2024-07-04,M01,S2,CA01,3.6,2024-07
AR05129,2024-07-04,M01,S2,CA01,4.8,2024-07
AR05130,2024-07-04,M01,S3,CA03,7.6,2024-07
AR05131,2024-07-04,M01,S3,CA06,28.2,2024-07
AR05132,2024-07-04,M01,S3,CA04,21.7,2024-07
AR05133,2024-07-04,M02,S1,CA05,12.1,2024-07
AR05134,2024-07-04,M02,S1,CA02,111.8,2024-07
AR05135,2024-07-04,M02,S2,CA04,76.1,2024-07
AR05136,2024-07-04,M02,S3,CA01,16.7,2024-07
AR05137,2024-07-04,M02,S3,CA07,6.5,2024-07
AR05138,2024-07-04,M02,S3,CA06,22.8,2024-07
AR05139,2024-07-04,M03,S1,CA07,3.4,2024-07
AR05140,2024-07-04,M03,S1,CA08,106.8,2024-07
AR05141,2024-07-04,M03,S1,CA01,21.9,2024-07
AR05142,2024-07-04,M03,S2,CA01,41.4,2024-07
AR05143,2024-07-04,M03,S2,CA03,35.8,2024-07
AR05144,2024-07-04,M03,S3,CA07,66.5,2024-07
AR05145,2024-07-04,M03,S3,CA05,24.4,2024-07
AR05146,2024-07-04,M04,S1,CA06,2.3,2024-07
AR05147,2024-07-04,M04,S1,CA02,22.2,2024-07
AR05148,2024-07-04,M04,S2,CA01,18.9,2024-07
AR05149,2024-07-04,M04,S3,CA02,16.4,2024-07
AR05150,2024-07-04,M04,S3,CA07,8.7,2024-07
AR05151,2024-07-04,M04,S3,CA03,18.0,2024-07
AR05152,2024-07-04,M05,S1,CA03,180.2,2024-07
AR05153,2024-07-04,M05,S1,CA04,4.9,2024-07
AR05154,2024-07-04,M05,S1,CA07,82.4,2024-07
AR05155,2024-07-04,M05,S1,CA02,13.6,2024-07
AR05156,2024-07-04,M05,S2,CA07,31.8,2024-07
AR05157,2024-07-04,M05,S2,CA04,17.8,2024-07
AR05158,2024-07-04,M05,S2,CA02,76.6,2024-07
AR05159,2024-07-04,M05,S3,CA08,8.6,2024-07
AR05160,2024-07-04,M05,S3,CA01,50.6,2024-07
AR05161,2024-07-04,M05,S3,CA01,22.2,2024-07
AR05162,2024-07-05,M01,S1,CA02,6.4,2024-07
AR05163,2024-07-05,M01,S1,CA03,2.7,2024-07
AR05164,2024-07-05,M01,S1,CA04,14.1,2024-07
AR05165,2024-07-05,M01,S1,CA05,24.7,2024-07
AR05166,2024-07-05,M01,S2,CA08,109.0,2024-07
AR05167,2024-07-05,M01,S3,CA04,3.1,2024-07
AR05168,2024-07-05,M01,S3,CA07,19.2,2024-07
AR05169,2024-07-05,M01,S3,CA03,60.9,2024-07
AR05170,2024-07-05,M01,S3,CA03,22.4,2024-07
AR05171,2024-07-05,M02,S1,CA01,10.8,2024-07
AR05172,2024-07-05,M02,S1,CA01,17.5,2024-07
AR05173,2024-07-05,M02,S1,CA07,15.6,2024-07
AR05174,2024-07-05,M02,S1,CA04,61.6,2024-07
AR05175,2024-07-05,M02,S2,CA04,116.4,2024-07
AR05176,2024-07-05,M02,S3,CA08,107.3,2024-07
AR05177,2024-07-05,M03,S1,CA03,13.3,2024-07
AR05178,2024-07-05,M03,S1,CA05,115.0,2024-07
AR05179,2024-07-05,M03,S2,CA06,22.6,2024-07
AR05180,2024-07-05,M03,S2,CA05,75.3,2024-07
AR05181,2024-07-05,M03,S2,CA01,18.6,2024-07
AR05182,2024-07-05,M03,S2,CA04,36.8,2024-07
AR05183,2024-07-05,M03,S3,CA07,87.1,2024-07
AR05184,2024-07-05,M03,S3,CA04,21.4,2024-07
AR05185,2024-07-05,M03,S3,CA03,172.7,2024-07
AR05186,2024-07-05,M04,S1,CA06,15.1,2024-07
AR05187,2024-07-05,M04,S1,CA04,34.7,2024-07
AR05188,2024-07-05,M04,S1,CA06,4.3,2024-07
AR05189,2024-07-05,M04,S1,CA05,10.8,2024-07
AR05190,2024-07-05,M04,S2,CA02,48.4,2024-07
